optimizer,seed,epoch,accuracy,loss,precision,recall,roc_auc,val_accuracy,val_loss,val_precision,val_recall,val_roc_auc
adam,123,25,0.8115618824958801,0.40776586532592773,0.6823869347572327,0.5420489311218262,0.8535493612289429,0.8058711886405945,0.42124372720718384,0.6696832776069641,0.5285714268684387,0.8426109552383423
adam,123,26,0.8131845593452454,0.40617090463638306,0.6848137378692627,0.5481651425361633,0.8543305397033691,0.8087121248245239,0.420773983001709,0.6822429895401001,0.5214285850524902,0.8431125283241272
adam,123,27,0.8089249730110168,0.4082840383052826,0.6742857098579407,0.5412843823432922,0.8525047302246094,0.8068181872367859,0.42195427417755127,0.6727272868156433,0.5285714268684387,0.8425096273422241
adam,123,28,0.8115618824958801,0.4093910753726959,0.6792809963226318,0.5489296913146973,0.8511981964111328,0.8077651262283325,0.42126959562301636,0.6774193644523621,0.5249999761581421,0.8430596590042114
adam,123,29,0.8099391460418701,0.4063304662704468,0.6785370707511902,0.53899085521698,0.8539777398109436,0.8030303120613098,0.4208260774612427,0.6651375889778137,0.5178571343421936,0.8433910608291626
adam,123,30,0.8111562132835388,0.4055059552192688,0.6814244389533997,0.5412843823432922,0.854468822479248,0.810606062412262,0.42143887281417847,0.692307710647583,0.5142857432365417,0.8431148529052734
adam,123,31,0.8131845593452454,0.40246546268463135,0.6858789920806885,0.5458715558052063,0.8567562103271484,0.8039772510528564,0.4216270446777344,0.669767439365387,0.5142857432365417,0.8426868915557861
adam,123,32,0.8089249730110168,0.41029050946235657,0.6787109375,0.531345546245575,0.8508050441741943,0.8068181872367859,0.4232519865036011,0.686274528503418,0.5,0.8418883681297302
adam,123,33,0.8164300322532654,0.40443703532218933,0.6946859955787659,0.5496941804885864,0.855036735534668,0.8068181872367859,0.4232707917690277,0.686274528503418,0.5,0.8417410850524902
adam,456,1,0.7415821552276611,0.5110219717025757,0.6634615659713745,0.0527522936463356,0.7390649318695068,0.7604166865348816,0.4611258804798126,0.5859872698783875,0.3285714387893677,0.8063581585884094
adam,456,2,0.7726166248321533,0.4575880169868469,0.6268656849861145,0.35321101546287537,0.8083534836769104,0.7803030014038086,0.4436454176902771,0.5882353186607361,0.5714285969734192,0.8242658972740173
adam,456,3,0.7880324721336365,0.4396153688430786,0.6340469121932983,0.47553515434265137,0.8260020017623901,0.7878788113594055,0.43565329909324646,0.5945945978164673,0.6285714507102966,0.8325731754302979
adam,456,4,0.7957403659820557,0.4305853247642517,0.6394810080528259,0.5275229215621948,0.8342778086662292,0.7907196879386902,0.43285465240478516,0.5967212915420532,0.6499999761581421,0.8364828824996948
adam,456,5,0.7953346967697144,0.4333687126636505,0.637534499168396,0.5298165082931519,0.8308395743370056,0.7888257503509521,0.43109896779060364,0.5953177213668823,0.6357142925262451,0.8377739191055298
adam,456,6,0.7991886138916016,0.42733433842658997,0.64402174949646,0.5435779690742493,0.8361878395080566,0.7945075631141663,0.4270607531070709,0.6075085401535034,0.6357142925262451,0.8396561741828918
adam,456,7,0.798377275466919,0.4239158630371094,0.6432482004165649,0.53899085521698,0.8392452001571655,0.7926136255264282,0.42539021372795105,0.6055363416671753,0.625,0.8412647247314453
adam,456,8,0.8004056811332703,0.425749272108078,0.6488970518112183,0.5397553443908691,0.8380096554756165,0.7916666865348816,0.4251742362976074,0.6056337952613831,0.6142857074737549,0.84187912940979
adam,456,9,0.7997971773147583,0.4205455482006073,0.6460418701171875,0.5428134799003601,0.8420585989952087,0.7888257503509521,0.4270091652870178,0.5959596037864685,0.6321428418159485,0.8414534330368042
adam,456,10,0.8042596578598022,0.4150901436805725,0.6607310175895691,0.53899085521698,0.8470664024353027,0.7916666865348816,0.42522913217544556,0.6071428656578064,0.6071428656578064,0.841451108455658
adam,456,11,0.8026369214057922,0.4212358891963959,0.6615236401557922,0.5244648456573486,0.841331422328949,0.7916666865348816,0.4253576099872589,0.6102941036224365,0.5928571224212646,0.8412578105926514
adam,456,12,0.8048681616783142,0.4197692573070526,0.6647619009017944,0.533639132976532,0.8424808979034424,0.7907196879386902,0.42304879426956177,0.6080586314201355,0.5928571224212646,0.8425971269607544
adam,456,13,0.8075050711631775,0.41431131958961487,0.6737657189369202,0.5321100950241089,0.8477470874786377,0.7926136255264282,0.4234544038772583,0.6093189716339111,0.6071428656578064,0.843637228012085
adam,456,14,0.8066937327384949,0.4136218726634979,0.6701821684837341,0.5344036817550659,0.8479557037353516,0.7935606241226196,0.4228668808937073,0.6115108132362366,0.6071428656578064,0.8435935378074646
adam,456,15,0.8048681616783142,0.4154060184955597,0.6676356792449951,0.5267584323883057,0.8460344076156616,0.7935606241226196,0.42410025000572205,0.6123188138008118,0.6035714149475098,0.8420149087905884
adam,456,16,0.8101419806480408,0.40948545932769775,0.6751412153244019,0.5481651425361633,0.8513220548629761,0.7954545617103577,0.4226936101913452,0.6176470518112183,0.6000000238418579,0.8431792855262756
adam,456,17,0.8054766654968262,0.4163922965526581,0.6709108948707581,0.5237002968788147,0.845986545085907,0.7916666865348816,0.423027366399765,0.6086956262588501,0.6000000238418579,0.8435727953910828
adam,456,18,0.8125760555267334,0.4110313355922699,0.6871345043182373,0.53899085521698,0.8502652645111084,0.7916666865348816,0.4214102327823639,0.6127819418907166,0.5821428298950195,0.8450663089752197
adam,456,19,0.8087221384048462,0.41160085797309875,0.6756496429443359,0.536697268486023,0.850162923336029,0.7945075631141663,0.42036694288253784,0.6153846383094788,0.6000000238418579,0.8457013368606567
adam,456,20,0.8111562132835388,0.4096861779689789,0.6807286739349365,0.5428134799003601,0.851649284362793,0.7916666865348816,0.42214593291282654,0.6094890236854553,0.5964285731315613,0.8449373841285706
adam,456,21,0.8109533190727234,0.4071683883666992,0.683953046798706,0.5344036817550659,0.8532294034957886,0.7888257503509521,0.4218122363090515,0.6036363840103149,0.5928571224212646,0.8457750678062439
adam,456,22,0.8048681616783142,0.40945902466773987,0.6706114411354065,0.5198776721954346,0.8517067432403564,0.7907196879386902,0.42222774028778076,0.607272744178772,0.5964285731315613,0.8451652526855469
adam,456,23,0.8081135749816895,0.40892207622528076,0.6757281422615051,0.5321100950241089,0.8521906137466431,0.7897727489471436,0.4234558343887329,0.6050724387168884,0.5964285731315613,0.8443827629089355
adam,456,24,0.8103448152542114,0.4050845205783844,0.679154634475708,0.5405198931694031,0.8544790744781494,0.7888257503509521,0.42360949516296387,0.6059479713439941,0.5821428298950195,0.843547523021698
adam,456,25,0.8117647171020508,0.405640184879303,0.686274528503418,0.5351681709289551,0.8547532558441162,0.7850378751754761,0.42420315742492676,0.5977859497070312,0.5785714387893677,0.8431378602981567
adam,456,26,0.8079107403755188,0.40728071331977844,0.6737247109413147,0.5351681709289551,0.8530935049057007,0.7907196879386902,0.4236878752708435,0.6088560819625854,0.5892857313156128,0.8435773849487305
adam,456,27,0.8125760555267334,0.4051085114479065,0.6916167736053467,0.5298165082931519,0.8560232520103455,0.7850378751754761,0.4231632947921753,0.5963636636734009,0.5857142806053162,0.8428249359130859
adam,456,28,0.8107504844665527,0.403748482465744,0.6804620027542114,0.5405198931694031,0.8560752868652344,0.7907196879386902,0.42315903306007385,0.6104868650436401,0.5821428298950195,0.8431148529052734
adam,456,29,0.8129817247390747,0.4057241678237915,0.6852207183837891,0.5458715558052063,0.8544352054595947,0.7878788113594055,0.42329761385917664,0.60447758436203,0.5785714387893677,0.8436211347579956
adam,789,1,0.7269777059555054,0.5384833812713623,0.43448275327682495,0.09633027762174606,0.6883171796798706,0.7897727489471436,0.45563071966171265,0.6705882549285889,0.40714284777641296,0.8168860673904419
adam,789,2,0.7817444205284119,0.4528352618217468,0.6236673593521118,0.447247713804245,0.8105295896530151,0.7935606241226196,0.43718576431274414,0.6192307472229004,0.574999988079071,0.8309370279312134
adam,789,3,0.7860040664672852,0.4481630027294159,0.6224588751792908,0.4915902018547058,0.8160102367401123,0.7992424368858337,0.43335461616516113,0.6268656849861145,0.6000000238418579,0.8343842029571533
adam,789,4,0.7912778854370117,0.4369104504585266,0.6283348798751831,0.5221712589263916,0.8274886608123779,0.7945075631141663,0.42976129055023193,0.6153846383094788,0.6000000238418579,0.8369683623313904
adam,789,5,0.7929006218910217,0.43249431252479553,0.6303360462188721,0.5305810570716858,0.8307881355285645,0.7964015007019043,0.428422749042511,0.616487443447113,0.6142857074737549,0.8383468389511108
adam,789,6,0.8016226887702942,0.43294674158096313,0.6489169597625732,0.5496941804885864,0.8308997750282288,0.8030303120613098,0.4285208284854889,0.6333333253860474,0.6107142567634583,0.8380637764930725
adam,789,7,0.793306291103363,0.4303191006183624,0.6314831376075745,0.5305810570716858,0.8326624631881714,0.8039772510528564,0.42724984884262085,0.6336996555328369,0.6178571581840515,0.8394237756729126
adam,789,8,0.8016226887702942,0.4255518615245819,0.6539179086685181,0.535932719707489,0.8368766903877258,0.8030303120613098,0.4253838360309601,0.6353383660316467,0.6035714149475098,0.8403603434562683
adam,789,9,0.798377275466919,0.42030733823776245,0.6443014740943909,0.535932719707489,0.8419488072395325,0.8020833134651184,0.4236941337585449,0.6360152959823608,0.5928571224212646,0.8411864638328552
adam,789,10,0.7985801100730896,0.4229201376438141,0.6454293727874756,0.5344036817550659,0.8397558331489563,0.7992424368858337,0.4237026274204254,0.6307692527770996,0.5857142806053162,0.8412716388702393
adam,789,11,0.8004056811332703,0.4211435317993164,0.6470054388046265,0.5451070070266724,0.8413461446762085,0.7982954382896423,0.42321595549583435,0.6303501725196838,0.5785714387893677,0.8414487838745117
adam,789,12,0.7997971773147583,0.4191448390483856,0.6521326899528503,0.5259938836097717,0.8434427380561829,0.7973484992980957,0.4215010702610016,0.62890625,0.574999988079071,0.8420977592468262
adam,789,13,0.8018255829811096,0.4175248444080353,0.6528162360191345,0.5405198931694031,0.8447514772415161,0.8030303120613098,0.4199675917625427,0.6451612710952759,0.5714285969734192,0.8438420295715332
adam,789,14,0.8024340867996216,0.4182133376598358,0.6578450202941895,0.5321100950241089,0.8436864614486694,0.7964015007019043,0.42097634077072144,0.6274510025978088,0.5714285969734192,0.8432667851448059
adam,789,15,0.7965517044067383,0.4172295331954956,0.6400367021560669,0.5328746438026428,0.8440788984298706,0.8001893758773804,0.4201902449131012,0.6374502182006836,0.5714285969734192,0.8440307378768921
adam,789,16,0.8012170195579529,0.41551363468170166,0.6567877531051636,0.5252293348312378,0.8464732766151428,0.8011363744735718,0.4193600118160248,0.6434426307678223,0.5607143044471741,0.8442631959915161
adam,789,17,0.7991886138916016,0.41615477204322815,0.6505681872367859,0.5252293348312378,0.8446564078330994,0.8030303120613098,0.41876867413520813,0.6499999761581421,0.5571428537368774,0.8443368077278137
adam,789,18,0.8016226887702942,0.4134018123149872,0.65625,0.5298165082931519,0.8479658961296082,0.7982954382896423,0.41985151171684265,0.6313725709915161,0.574999988079071,0.8443000316619873
adam,789,19,0.8081135749816895,0.41025370359420776,0.6717267632484436,0.5412843823432922,0.8507417440414429,0.8001893758773804,0.41786497831344604,0.6374502182006836,0.5714285969734192,0.8454068899154663
adam,789,20,0.8050709962844849,0.4115055203437805,0.664767324924469,0.5351681709289551,0.8499566316604614,0.7982954382896423,0.418529212474823,0.6334661245346069,0.5678571462631226,0.8455103635787964
adam,789,21,0.8085192441940308,0.41247615218162537,0.6743295192718506,0.538226306438446,0.8487128019332886,0.7935606241226196,0.41887035965919495,0.6220472455024719,0.5642856955528259,0.844507098197937
adam,789,22,0.8064908981323242,0.4112047851085663,0.670192301273346,0.5328746438026428,0.8500133752822876,0.8011363744735718,0.41804635524749756,0.64462810754776,0.5571428537368774,0.8450870513916016
adam,789,23,0.8075050711631775,0.410678505897522,0.670465350151062,0.5397553443908691,0.8497772216796875,0.8020833134651184,0.4181435704231262,0.6485355496406555,0.5535714030265808,0.8447303175926208
adam,789,24,0.8052738308906555,0.4099658727645874,0.6709233522415161,0.5221712589263916,0.8515893220901489,0.7982954382896423,0.41821175813674927,0.6324110627174377,0.5714285969734192,0.8455034494400024
adam,789,25,0.8087221384048462,0.4084926247596741,0.6726584434509277,0.5435779690742493,0.8520547151565552,0.7992424368858337,0.41784244775772095,0.6370967626571655,0.5642856955528259,0.8454988598823547
adam,789,26,0.8109533190727234,0.4032961428165436,0.6793892979621887,0.5443425178527832,0.8562202453613281,0.8001893758773804,0.41875672340393066,0.6396760940551758,0.5642856955528259,0.8449971675872803
adam,789,27,0.8144016265869141,0.4023953080177307,0.6852026581764221,0.5558103919029236,0.8569773435592651,0.8011363744735718,0.41836613416671753,0.6458333134651184,0.5535714030265808,0.8448338508605957
adam,789,28,0.8144016265869141,0.40348783135414124,0.6902226805686951,0.5451070070266724,0.8567202091217041,0.8001893758773804,0.4182857275009155,0.6480686664581299,0.5392857193946838,0.8449374437332153
adam,789,29,0.8091278076171875,0.4050043523311615,0.6755980849266052,0.5397553443908691,0.8554900884628296,0.8039772510528564,0.41702842712402344,0.6553191542625427,0.550000011920929,0.846405565738678
adam,789,30,0.8091278076171875,0.40343478322029114,0.6772946715354919,0.535932719707489,0.8566567897796631,0.7992424368858337,0.41667500138282776,0.6404958963394165,0.5535714030265808,0.8460304737091064
adam,789,31,0.8089249730110168,0.40392622351646423,0.6756237745285034,0.538226306438446,0.8563475608825684,0.7916666865348816,0.41841521859169006,0.6200000047683716,0.5535714030265808,0.844681978225708
adam,789,32,0.8119675517082214,0.40327030420303345,0.6788732409477234,0.5527523159980774,0.8564907908439636,0.7992424368858337,0.41727450489997864,0.6349206566810608,0.5714285969734192,0.8464147448539734
adam,789,33,0.8162271976470947,0.39941275119781494,0.691428542137146,0.5550458431243896,0.8593354225158691,0.7973484992980957,0.41854026913642883,0.6299212574958801,0.5714285969734192,0.84562087059021
adam,789,34,0.8144016265869141,0.4038635194301605,0.686255931854248,0.5535168051719666,0.8561404347419739,0.7935606241226196,0.41887301206588745,0.6192307472229004,0.574999988079071,0.8449051380157471
adam,789,35,0.8129817247390747,0.40144503116607666,0.6824196577072144,0.5519877672195435,0.8582584857940674,0.7973484992980957,0.41925308108329773,0.6309523582458496,0.5678571462631226,0.8445094227790833
adam,789,36,0.8139959573745728,0.3999300003051758,0.685308039188385,0.5527523159980774,0.8594260215759277,0.7964015007019043,0.4184305965900421,0.6326530575752258,0.5535714030265808,0.8440790772438049
adam,789,37,0.8101419806480408,0.39874207973480225,0.6764705777168274,0.5451070070266724,0.8600362539291382,0.7954545617103577,0.41829729080200195,0.6269841194152832,0.5642856955528259,0.8446566462516785
adam,789,38,0.8117647171020508,0.3993425965309143,0.6812977194786072,0.5458715558052063,0.8596729636192322,0.7907196879386902,0.41984808444976807,0.6175298690795898,0.5535714030265808,0.8437683582305908
adam,789,39,0.8158215284347534,0.3990391492843628,0.6879699230194092,0.5596330165863037,0.860086977481842,0.7926136255264282,0.4198927879333496,0.6265560388565063,0.5392857193946838,0.8433703184127808
adam,789,40,0.8113590478897095,0.39995259046554565,0.6766355037689209,0.5535168051719666,0.8594231605529785,0.7926136255264282,0.4194718897342682,0.6224899888038635,0.5535714030265808,0.8438627123832703
adam,2026,1,0.7574036717414856,0.5096866488456726,0.591803252696991,0.27599388360977173,0.7353534698486328,0.7935606241226196,0.4390350878238678,0.6183205842971802,0.5785714387893677,0.8290500640869141
adam,2026,2,0.7896551489830017,0.44760367274284363,0.6427818536758423,0.466360867023468,0.8150379657745361,0.7964015007019043,0.43011489510536194,0.6274510025978088,0.5714285969734192,0.8350170850753784
adam,2026,3,0.7896551489830017,0.4353439509868622,0.6324535608291626,0.4946483075618744,0.8275312185287476,0.7935606241226196,0.42802876234054565,0.6192307472229004,0.574999988079071,0.8384826183319092
adam,2026,4,0.8008113503456116,0.42779678106307983,0.6549429893493652,0.5267584323883057,0.834646999835968,0.7964015007019043,0.4256362020969391,0.6235741376876831,0.5857142806053162,0.8394145965576172
adam,2026,5,0.7981744408607483,0.42788758873939514,0.6538839936256409,0.5084097981452942,0.834510326385498,0.7973484992980957,0.42350518703460693,0.6299212574958801,0.5714285969734192,0.8408390283584595
adam,2026,6,0.7985801100730896,0.4237324893474579,0.6521739363670349,0.5160550475120544,0.8390990495681763,0.7916666865348816,0.42276743054389954,0.6181102395057678,0.5607143044471741,0.8406134843826294
adam,2026,7,0.7985801100730896,0.4220220744609833,0.6527643203735352,0.5145260095596313,0.8399688005447388,0.7954545617103577,0.42232954502105713,0.6212121248245239,0.5857142806053162,0.8417940139770508
adam,2026,8,0.8050709962844849,0.4164959192276001,0.6686102747917175,0.5259938836097717,0.845055103302002,0.7954545617103577,0.4217316508293152,0.6212121248245239,0.5857142806053162,0.842880129814148
adam,2026,9,0.8036510944366455,0.42164546251296997,0.6650485396385193,0.5237002968788147,0.8404263257980347,0.8011363744735718,0.4204592704772949,0.63671875,0.5821428298950195,0.843041181564331
adam,2026,10,0.800000011920929,0.4220036566257477,0.6600397825241089,0.5076452493667603,0.8409672975540161,0.7973484992980957,0.41847002506256104,0.6299212574958801,0.5714285969734192,0.8452250361442566
adam,2026,11,0.8046653270721436,0.4181177020072937,0.6679649353027344,0.5244648456573486,0.8433635234832764,0.7973484992980957,0.4176068603992462,0.62890625,0.574999988079071,0.8460512161254883
adam,2026,12,0.8052738308906555,0.41523000597953796,0.6695906519889832,0.5252293348312378,0.8462130427360535,0.8011363744735718,0.41619062423706055,0.6458333134651184,0.5535714030265808,0.8465896844863892
adam,2026,13,0.8014198541641235,0.42254993319511414,0.6666666865348816,0.5030580759048462,0.8390007019042969,0.8030303120613098,0.4176141023635864,0.6499999761581421,0.5571428537368774,0.8458349108695984
adam,2026,14,0.8060851693153381,0.41495218873023987,0.6712062358856201,0.5275229215621948,0.8475034236907959,0.8001893758773804,0.41766247153282166,0.6385542154312134,0.5678571462631226,0.8459821343421936
adam,2026,15,0.8032454252243042,0.4139096736907959,0.6634429693222046,0.5244648456573486,0.8478943109512329,0.8049242496490479,0.4167816638946533,0.6480000019073486,0.5785714387893677,0.846776008605957
adam,2026,16,0.7995943427085876,0.4138283133506775,0.6559454202651978,0.5145260095596313,0.8471142053604126,0.8068181872367859,0.4157508611679077,0.6623931527137756,0.5535714030265808,0.8469969630241394
